id,class,cap-color,does-bruise-or-bleed,stem-height
10668,p,w,f,2.57
10669,p,w,f,4.57
10670,e,n,f,5.62
10671,e,n,f,6.47
10672,e,n,f,4.54
10673,p,n,f,8.5
10674,e,n,f,4.67
10675,p,n,f,8.13
10676,p,w,t,7.43
10677,p,n,f,4.78
10678,p,n,f,9.99
10679,p,e,f,4.06
10680,p,n,f,5.54
10681,p,y,f,5.75
10682,p,w,t,7.22
10683,p,l,f,5.92
10684,e,n,f,6.01
10685,p,p,t,8.36
10686,p,n,f,14.65
10687,e,n,f,8.29
10688,p,y,f,7.78
10689,p,w,f,3.44
10690,p,y,f,6.02
10691,e,w,f,6.13
10692,p,e,f,4.27
10693,p,l,f,3.55
10694,e,w,f,5.36
10695,e,e,f,8.92
10696,e,n,f,5.84
10697,p,n,f,9.02
10698,e,p,f,5.14
10699,e,n,f,7.28
10700,p,y,f,2.87
10701,e,g,t,11.09
10702,p,n,f,11.25
10703,e,n,t,10.43
10704,e,n,t,9.16
10705,p,g,f,10.62
10706,p,n,f,5.07
10707,e,n,t,13.06
10708,p,u,f,4.12
10709,p,o,f,5.39
10710,p,n,f,9.02
10711,e,w,t,6.04
10712,e,y,f,7.26
10713,p,o,f,3.99
10714,p,n,f,12.65
10715,e,n,t,9.44
10716,p,y,f,6.8
10717,e,n,f,4.98
10718,p,r,f,5.51
10719,p,e,f,7.25
10720,p,n,f,4.18
10721,e,l,f,7.83
10722,e,n,f,5.84
10723,p,l,f,6.0
10724,p,g,t,4.52
10725,p,o,f,2.89
10726,e,e,t,5.38
10727,e,b,f,6.31
10728,e,g,f,4.41
10729,e,w,f,8.23
10730,p,e,f,5.95
10731,p,n,f,4.9
10732,p,w,f,3.23
10733,p,n,f,4.53
10734,e,y,t,7.11
10735,p,n,f,5.08
10736,p,w,f,7.51
10737,p,n,t,4.63
10738,e,n,f,7.32
10739,p,o,f,2.66
10740,p,e,t,8.43
10741,e,n,f,8.19
10742,e,n,f,5.32
10743,e,y,t,6.64
10744,p,n,t,6.37
10745,e,n,t,8.55
10746,p,n,f,3.98
10747,e,w,f,3.91
10748,p,k,f,4.13
10749,p,n,f,5.38
10750,p,y,f,6.0
10751,p,n,f,5.47
10752,e,w,f,3.19
10753,e,g,t,11.36
10754,e,y,f,4.97
10755,p,u,f,3.24
10756,e,n,f,5.7
10757,p,y,f,8.68
10758,e,n,t,11.8
10759,e,w,f,3.83
10760,e,n,f,13.74
10761,e,n,f,6.25
10762,p,n,t,4.73
10763,p,y,f,10.61
10764,p,w,f,11.47
10765,e,n,f,8.59
10766,e,o,f,4.08
10767,p,n,f,5.41
10768,p,n,f,10.34
10769,p,o,t,3.28
10770,e,n,f,12.75
10771,p,r,t,4.58
10772,e,n,f,4.89
10773,p,p,f,4.15
10774,p,y,f,6.51
10775,e,n,f,7.09
10776,p,n,f,9.55
10777,e,g,f,4.92
10778,p,n,f,7.45
10779,p,n,t,8.95
10780,p,w,f,5.44
10781,p,y,f,5.85
10782,e,y,f,5.61
10783,p,n,f,4.48
10784,p,k,f,7.51
10785,p,n,f,12.14
10786,e,n,f,5.18
10787,e,n,f,5.5
10788,p,n,f,9.88
10789,p,n,f,4.93
10790,p,n,t,2.9
10791,p,k,t,4.94
10792,p,n,f,10.77
10793,e,y,f,6.07
10794,p,y,f,4.78
10795,p,n,t,3.88
10796,e,w,f,2.21
10797,p,w,f,3.2
10798,e,w,f,3.61
10799,p,y,f,5.5
10800,p,n,f,4.43
10801,p,n,f,10.98
10802,p,w,f,5.71
10803,p,e,t,7.08
10804,e,n,f,7.17
10805,e,k,f,4.45
10806,p,n,f,4.99
10807,e,y,f,6.58
10808,e,o,f,6.1
10809,p,g,f,10.72
10810,e,n,f,5.31
10811,p,w,f,6.02
10812,p,y,f,7.28
10813,p,n,f,14.71
10814,p,r,f,5.39
10815,p,w,f,3.38
10816,e,n,f,10.17
10817,e,p,t,6.03
10818,e,n,f,6.44
10819,p,n,f,13.53
10820,e,e,t,4.94
10821,e,l,f,5.67
10822,p,n,f,5.77
10823,e,n,f,6.21
10824,p,r,f,6.77
10825,e,n,f,4.96
10826,p,l,f,3.76
10827,e,n,f,5.35
10828,p,n,t,5.92
10829,p,u,f,5.24
10830,e,l,f,2.38
10831,e,n,f,5.43
10832,p,n,f,3.92
10833,p,w,t,4.66
10834,p,n,f,16.77
10835,p,y,f,1.45
10836,p,o,f,4.49
10837,e,u,f,4.53
10838,p,n,f,6.43
10839,e,n,f,7.1
10840,p,y,f,5.67
10841,e,n,t,9.05
10842,e,n,t,9.68
10843,e,n,f,5.49
10844,e,n,f,7.81
10845,p,n,f,5.76
10846,e,n,f,8.04
10847,p,w,f,5.43
10848,p,y,f,3.47
10849,p,w,t,5.43
10850,p,w,f,3.48
10851,e,w,f,5.83
10852,p,r,t,5.94
10853,p,n,f,5.4
10854,e,n,f,7.51
10855,e,y,f,6.04
10856,p,n,f,4.61
10857,e,o,t,6.62
10858,e,n,f,6.73
10859,e,b,f,5.08
10860,e,y,f,5.02
10861,p,u,f,7.31
10862,e,n,t,8.34
10863,e,n,f,6.4
10864,e,w,f,4.71
10865,p,w,f,3.53
10866,p,l,f,3.42
10867,e,y,f,3.06
10868,p,n,f,5.56
10869,e,y,f,5.1
10870,e,n,f,5.8
10871,p,w,f,4.07
10872,e,y,f,5.59
10873,e,r,f,7.65
10874,e,n,f,7.64
10875,p,n,t,8.66
10876,e,n,f,6.93
10877,p,e,f,6.72
10878,e,n,f,2.26
10879,p,w,f,3.61
10880,p,e,f,6.57
10881,p,n,f,12.82
10882,e,n,f,5.98
10883,e,e,f,6.65
10884,p,g,f,8.84
10885,p,n,f,4.57
10886,e,n,t,6.49
10887,e,o,f,5.71
10888,p,y,f,6.14
10889,p,y,f,3.95
10890,p,n,f,10.51
10891,p,w,t,8.36
10892,p,n,f,3.93
10893,e,n,t,5.47
10894,e,w,f,3.48
10895,p,e,t,6.08
10896,e,n,f,6.19
10897,p,n,f,6.0
10898,p,n,f,5.81
10899,p,n,f,13.62
10900,p,k,f,8.24
10901,p,y,f,8.85
10902,p,n,t,5.54
10903,p,e,f,3.83
10904,e,n,t,9.09
10905,p,e,f,5.98
10906,e,n,f,8.35
10907,p,r,f,5.33
10908,p,n,f,5.03
10909,p,r,f,5.02
10910,e,n,f,5.43
10911,e,w,f,5.68
10912,e,y,f,5.54
10913,e,o,f,5.49
10914,p,n,f,9.78
10915,p,n,f,4.6
10916,p,y,f,6.72
10917,e,n,f,5.5
10918,e,n,f,9.59
10919,e,u,t,4.08
10920,p,u,f,3.92
10921,p,o,f,5.73
10922,p,w,f,3.58
10923,p,n,f,5.65
10924,e,g,f,7.94
10925,p,y,f,4.53
10926,p,n,f,4.97
10927,e,n,f,3.99
10928,e,n,f,5.81
10929,p,y,f,3.56
10930,p,n,t,7.48
10931,p,w,t,7.23
10932,e,e,f,7.15
10933,e,b,f,5.33
10934,e,g,t,9.12
10935,p,n,f,10.71
10936,p,n,f,4.48
10937,p,y,t,5.35
10938,p,o,f,3.94
10939,p,o,t,3.02
10940,p,r,f,10.91
10941,e,e,t,4.2
10942,p,e,f,3.86
10943,e,n,f,8.57
10944,p,y,f,4.59
10945,e,g,t,11.06
10946,e,n,f,4.34
10947,e,k,f,6.3
10948,p,e,f,3.62
10949,e,g,f,3.72
10950,e,g,f,3.04
10951,p,o,t,3.53
10952,p,n,t,3.31
10953,e,k,f,4.83
10954,p,n,t,9.54
10955,p,n,f,8.5
10956,p,l,f,6.42
10957,p,y,t,6.81
10958,e,n,f,6.7
10959,e,l,f,7.64
10960,e,k,f,5.39
10961,p,n,f,7.71
10962,p,o,f,5.9
10963,p,y,f,12.16
10964,e,w,f,3.33
10965,e,n,f,5.22
10966,p,e,t,6.0
10967,p,g,f,3.09
10968,p,r,t,7.21
10969,e,n,t,10.21
10970,e,w,f,7.92
10971,e,w,f,4.25
10972,e,g,t,10.37
10973,e,o,f,6.07
10974,e,n,f,6.58
10975,e,n,f,5.56
10976,p,n,t,6.77
10977,e,n,f,5.23
10978,e,p,f,7.33
10979,p,o,t,2.91
10980,e,n,f,4.84
10981,p,n,f,10.76
10982,p,y,f,6.8
10983,p,y,f,6.06
10984,p,n,t,9.44
10985,e,u,f,6.03
10986,e,r,t,4.83
10987,p,o,f,4.73
10988,p,n,f,5.78
10989,e,n,f,9.98
10990,e,y,f,6.48
10991,p,n,f,5.0
10992,p,w,f,3.9
10993,p,y,f,3.62
10994,e,y,f,7.72
10995,e,w,f,13.68
10996,p,p,f,4.79
10997,p,k,f,8.4
10998,p,n,f,5.28
10999,e,n,t,9.38
11000,e,y,t,7.49
11001,e,n,t,9.03
11002,p,k,f,4.47
11003,p,k,f,3.47
11004,p,n,f,2.92
11005,e,n,f,6.15
11006,p,w,t,5.0
11007,p,n,f,5.06
11008,p,w,t,7.05
11009,p,n,f,2.93
11010,e,w,f,4.88
11011,p,w,f,6.76
11012,e,g,f,6.32
11013,p,w,f,3.47
11014,p,w,f,5.0
11015,e,n,f,4.61
11016,p,y,t,7.98
11017,e,g,f,5.1
11018,e,n,t,10.04
11019,p,n,f,1.29
11020,e,w,f,4.05
11021,e,n,f,8.14
11022,e,l,f,7.59
11023,e,g,t,12.18
11024,p,w,f,2.16
11025,p,n,f,4.29
11026,p,n,f,10.26
11027,p,p,f,4.91
11028,p,e,f,6.88
11029,p,g,t,4.89
11030,e,n,f,7.23
11031,e,w,f,3.47
11032,e,n,t,4.97
11033,p,y,f,9.68
11034,e,n,t,11.0
11035,p,n,f,4.89
11036,e,w,f,6.31
11037,e,n,t,9.63
11038,p,r,t,6.23
11039,p,e,f,5.87
11040,p,n,f,4.43
11041,e,o,f,8.24
11042,e,n,f,4.46
11043,e,e,t,5.31
11044,p,n,f,4.27
11045,p,e,f,4.78
11046,e,n,f,4.96
11047,p,e,f,6.4
11048,e,n,t,11.82
11049,p,w,f,8.14
11050,p,w,t,7.11
11051,p,u,f,5.58
11052,e,g,f,6.66
11053,p,w,f,3.66
11054,p,g,t,4.98
11055,e,y,t,8.96
11056,p,n,f,6.05
11057,e,y,f,7.78
11058,e,n,t,8.94
11059,p,n,f,4.99
11060,e,n,f,7.56
11061,p,n,f,14.81
11062,e,e,f,4.37
11063,p,w,f,3.91
11064,p,n,f,9.34
11065,e,n,f,5.41
11066,e,n,f,7.63
11067,e,n,f,7.11
11068,p,p,t,7.38
11069,p,n,f,4.28
11070,e,o,f,7.21
11071,p,n,t,8.43
11072,e,n,f,9.12
11073,e,w,f,6.47
11074,p,n,f,7.31
11075,e,n,f,5.56
11076,e,n,f,3.43
11077,p,y,f,6.37
11078,p,o,f,1.75
11079,e,y,f,6.45
11080,e,n,t,9.06
11081,p,e,f,5.65
11082,p,p,f,4.04
11083,p,e,f,4.67
11084,p,w,t,8.37
11085,p,y,t,5.83
11086,e,o,f,8.74
11087,p,b,f,5.55
11088,e,n,f,4.91
11089,e,u,t,4.94
11090,e,y,t,7.74
11091,p,p,t,7.43
11092,p,n,f,3.85
11093,p,o,t,5.19
11094,e,n,f,7.32
11095,e,w,t,9.16
11096,e,w,f,5.1
11097,e,n,f,5.26
11098,e,n,f,4.94
11099,p,e,f,3.62
11100,e,o,f,5.32
11101,p,u,t,9.0
11102,p,l,f,6.31
11103,p,w,f,3.61
11104,p,n,f,4.56
11105,p,n,f,5.15
11106,e,n,f,6.74
11107,e,g,f,4.68
11108,e,w,f,6.28
11109,e,y,f,7.93
11110,e,e,f,4.41
11111,p,g,f,2.36
11112,p,y,f,5.87
11113,p,n,t,5.64
11114,e,o,f,5.83
11115,p,y,f,9.27
11116,e,o,f,6.42
11117,e,y,f,4.12
11118,p,o,f,5.4
11119,p,g,f,3.86
11120,p,g,f,10.72
11121,p,r,f,6.95
11122,p,n,f,5.6
11123,e,o,f,6.31
11124,p,r,f,11.02
11125,e,w,t,5.32
11126,p,n,f,5.93
11127,e,g,f,4.39
11128,e,n,f,6.13
11129,p,y,f,6.4
11130,e,p,f,4.42
11131,e,o,f,6.62
11132,p,y,f,4.76
11133,p,r,t,4.83
11134,p,r,f,11.35
11135,p,n,f,6.58
11136,p,o,f,2.88
11137,p,y,f,3.45
11138,p,r,t,4.43
11139,p,o,f,7.95
11140,p,w,f,3.45
11141,p,n,f,5.4
11142,e,n,f,5.66
11143,p,k,f,2.99
11144,p,n,f,5.82
11145,p,n,f,6.37
11146,p,r,f,10.79
11147,p,n,f,4.99
11148,p,y,f,4.19
11149,e,n,f,5.72
11150,e,w,f,3.45
11151,e,w,f,3.56
11152,p,e,f,17.87
11153,p,o,f,3.93
11154,e,p,t,6.0
11155,p,e,f,4.63
11156,e,n,f,7.16
11157,p,r,f,10.48
11158,p,n,t,10.22
11159,p,o,f,17.1
11160,p,p,f,4.45
11161,e,y,f,7.72
11162,e,e,f,7.95
11163,p,n,f,5.76
11164,p,o,f,4.79
11165,e,n,f,5.62
11166,p,y,f,8.09
11167,p,w,f,12.83
11168,e,n,t,11.14
11169,e,n,f,5.32
11170,p,n,f,9.37
11171,e,n,f,4.96
11172,p,w,t,8.42
11173,e,k,f,4.05
11174,e,n,f,5.98
11175,e,w,f,3.59
11176,e,y,f,5.14
11177,p,k,f,6.22
11178,p,n,f,10.52
11179,e,y,f,5.95
11180,p,n,f,5.87
11181,e,n,f,5.64
11182,p,k,f,8.49
11183,e,n,f,3.87
11184,p,n,f,5.64
11185,e,u,t,4.84
11186,e,k,f,3.59
11187,e,g,t,12.02
11188,e,n,f,4.96
11189,p,n,f,5.28
11190,p,b,f,4.43
11191,e,o,f,9.77
11192,p,e,f,7.89
11193,p,p,f,5.21
11194,e,n,t,7.83
11195,e,n,f,6.55
11196,p,n,t,4.93
11197,p,n,f,8.28
11198,e,n,t,11.37
11199,p,y,f,5.42
11200,p,n,f,5.1
11201,p,n,f,10.71
11202,p,w,f,3.94
11203,e,n,f,4.76
11204,e,b,f,4.95
11205,e,e,f,8.23
11206,p,o,f,4.7
11207,p,r,t,6.61
11208,p,n,f,7.26
11209,p,w,f,3.98
11210,p,n,f,4.29
11211,p,n,f,8.17
11212,p,e,f,6.36
11213,e,n,t,11.88
11214,p,p,f,4.94
11215,e,n,f,6.7
11216,p,n,t,5.93
11217,p,n,f,16.25
11218,e,g,f,6.61
11219,p,g,t,12.22
11220,e,n,f,6.84
11221,e,n,t,7.0
11222,p,g,t,4.55
11223,e,n,f,5.53
11224,p,l,f,4.96
11225,p,o,f,4.11
11226,p,y,f,5.51
11227,e,e,t,4.55
11228,p,n,t,5.92
11229,p,r,t,5.7
11230,e,g,t,4.92
11231,p,p,f,5.24
11232,p,w,t,7.95
11233,p,r,t,4.28
11234,e,n,f,6.05
11235,e,g,t,4.12
11236,e,g,f,2.43
11237,e,u,f,4.97
11238,p,e,t,6.25
11239,e,n,f,6.97
11240,p,n,f,9.62
11241,p,y,f,5.82
11242,e,w,f,3.23
11243,p,y,f,9.81
11244,e,w,t,5.92
11245,p,y,f,7.13
11246,p,n,f,3.32
11247,e,n,f,6.47
11248,p,n,f,12.22
11249,e,w,f,13.59
11250,e,w,f,3.73
11251,p,n,f,3.19
11252,e,w,t,5.78
11253,e,n,t,5.81
11254,p,n,f,4.84
11255,p,n,f,6.25
11256,e,g,f,5.52
11257,p,n,f,5.65
11258,e,g,f,7.14
11259,p,p,t,8.13
11260,p,n,f,6.22
11261,p,n,f,6.33
11262,p,n,f,4.54
11263,p,n,f,5.75
11264,e,n,f,7.65
11265,e,n,t,8.74
11266,e,n,f,6.03
11267,e,g,f,2.59
11268,p,o,f,6.15
11269,p,g,t,9.62
11270,e,y,f,8.74
11271,p,g,f,5.25
11272,e,n,f,12.32
11273,p,g,f,12.84
11274,e,n,t,10.24
11275,p,n,f,5.36
11276,e,w,f,3.1
11277,e,n,f,6.92
11278,e,n,t,10.91
11279,e,u,f,4.32
11280,e,n,f,6.24
11281,e,n,f,6.84
11282,e,n,f,6.0
11283,e,n,f,7.88
11284,e,n,f,5.67
11285,e,g,f,4.59
11286,e,y,f,7.61
11287,p,n,f,6.07
11288,e,n,f,7.93
11289,e,n,f,5.68
11290,p,n,f,9.98
11291,p,u,f,4.04
11292,e,n,f,6.4
11293,e,w,f,3.04
11294,e,b,f,4.73
11295,p,n,f,4.34
11296,p,w,f,16.71
11297,p,o,t,4.49
11298,p,n,f,4.13
11299,e,n,t,10.43
11300,e,n,t,7.12
11301,p,o,f,4.92
11302,e,n,t,6.28
11303,p,y,f,2.99
11304,e,o,f,3.81
11305,p,e,f,8.22
11306,e,n,f,4.75
11307,e,w,f,7.91
11308,p,o,f,3.81
11309,p,n,f,6.26
11310,e,w,f,9.4
11311,e,n,f,7.27
11312,p,w,f,2.82
11313,e,n,t,6.16
11314,e,g,f,2.88
11315,e,n,f,5.92
11316,p,e,f,3.75
11317,e,y,f,7.16
11318,p,w,f,4.76
11319,p,y,f,7.05
11320,p,e,f,6.99
11321,p,p,f,4.39
11322,p,r,t,4.6
11323,p,y,f,2.19
11324,p,n,f,5.1
11325,p,n,f,10.28
11326,e,g,t,11.58
11327,e,n,f,4.86
11328,p,n,f,7.22
11329,e,g,f,3.19
11330,e,n,t,6.83
11331,e,n,f,4.56
11332,p,y,f,6.66
11333,p,w,f,3.05
11334,e,y,f,6.68
11335,e,g,f,4.43
11336,e,w,f,2.8
11337,e,g,f,6.54
11338,e,n,f,6.24
11339,p,y,f,8.21
11340,e,n,f,4.37
11341,e,g,f,4.67
11342,e,w,f,6.8
11343,p,g,f,5.43
11344,p,u,f,4.07
11345,p,n,t,8.51
11346,p,n,f,10.34
11347,p,n,f,6.23
11348,e,y,f,4.19
11349,p,n,f,5.87
11350,e,n,f,7.72
11351,p,p,f,3.93
11352,e,y,f,4.62
11353,e,e,f,7.07
11354,p,k,f,3.16
11355,p,r,f,1.51
11356,p,u,f,6.1
11357,p,y,f,3.62
11358,e,w,t,6.33
11359,p,e,f,6.23
11360,p,g,f,7.26
11361,p,r,t,4.82
11362,e,n,f,4.65
11363,p,g,f,2.56
11364,e,n,f,8.55
11365,e,y,f,3.4
11366,p,k,f,3.49
11367,p,y,f,13.53
11368,p,w,f,2.92
11369,e,n,f,4.21
11370,p,n,f,6.37
11371,e,y,f,5.82
11372,e,o,f,6.52
11373,e,g,f,7.13
11374,p,n,f,8.35
11375,e,n,f,6.2
11376,e,n,t,5.36
11377,p,u,f,4.85
11378,e,n,f,6.64
11379,e,n,f,4.18
11380,e,w,f,5.82
11381,p,e,f,3.23
11382,e,o,f,6.57
11383,e,k,f,4.62
11384,p,n,f,5.19
11385,e,o,f,7.59
11386,e,g,f,8.29
11387,e,n,t,5.35
11388,e,n,f,5.93
11389,p,p,f,5.13
11390,p,w,f,5.15
11391,e,y,t,7.44
11392,e,n,f,5.62
11393,e,y,f,6.39
11394,p,w,f,14.41
11395,e,n,f,5.44
11396,p,n,f,9.85
11397,p,n,f,8.1
11398,e,w,t,5.75
11399,e,n,f,5.23
11400,e,n,f,7.6
11401,p,n,f,3.97
11402,p,o,f,3.55
11403,p,n,f,8.74
11404,e,w,f,2.86
11405,e,w,f,3.58
11406,e,y,f,6.75
11407,p,w,f,3.92
11408,e,w,t,6.24
11409,p,l,f,4.12
11410,p,n,f,4.59
11411,p,r,t,5.81
11412,p,n,f,8.07
11413,e,n,f,8.52
11414,e,n,f,7.72
11415,p,n,f,4.18
11416,p,o,f,3.32
11417,p,y,f,8.47
11418,p,o,f,6.19
11419,e,n,f,6.27
11420,e,n,f,6.04
11421,p,o,f,5.85
11422,p,n,f,4.0
11423,p,n,f,4.79
11424,p,o,f,2.75
11425,p,y,f,10.06
11426,e,n,f,4.01
11427,e,u,f,5.31
11428,e,y,f,7.04
11429,e,w,f,2.25
11430,e,n,f,6.98
11431,p,o,f,3.23
11432,e,n,f,6.86
11433,p,n,f,3.14
11434,p,n,f,5.57
11435,p,o,t,3.42
11436,e,g,f,4.63
11437,p,n,f,5.87
11438,e,g,f,5.94
11439,e,l,f,8.08
11440,p,n,f,5.56
11441,p,e,f,4.53
11442,p,n,f,5.77
11443,p,y,f,5.73
11444,e,w,f,6.65
11445,e,w,t,5.0
11446,e,n,t,10.42
11447,e,u,f,4.08
11448,p,g,t,4.39
11449,p,w,f,5.71
11450,e,b,f,5.22
11451,e,w,f,11.05
11452,p,e,f,4.26
11453,p,y,f,1.43
11454,e,w,f,5.09
11455,p,o,f,4.1
11456,e,n,f,7.0
11457,p,n,f,9.17
11458,e,k,f,4.52
11459,p,o,f,3.22
11460,e,w,f,3.04
11461,e,n,f,5.11
11462,p,y,f,4.96
11463,e,n,t,7.65
11464,p,y,f,6.08
11465,e,g,f,8.18
11466,p,y,t,7.21
11467,e,n,f,8.93
11468,e,w,f,5.68
11469,p,o,f,6.15
11470,e,n,f,4.65
11471,e,n,f,4.18
11472,e,o,t,6.37
11473,p,o,t,3.39
11474,e,b,f,2.6
11475,e,w,f,19.61
11476,p,n,f,4.95
11477,p,y,f,6.4
11478,p,o,f,5.07
11479,e,w,f,7.76
11480,p,n,f,5.16
11481,e,l,f,7.1
11482,p,p,f,3.89
11483,p,u,f,4.0
11484,e,y,f,6.18
11485,e,n,f,6.75
11486,p,g,f,3.31
11487,p,r,f,11.07
11488,p,n,f,5.27
11489,e,w,f,3.66
11490,p,w,f,15.27
11491,e,n,f,5.58
11492,p,n,f,3.59
11493,e,l,f,7.32
11494,e,n,f,8.33
11495,e,n,f,5.17
11496,p,w,f,3.53
11497,p,e,f,5.39
11498,e,n,f,7.47
11499,p,n,f,4.69
11500,e,y,t,6.76
11501,p,p,f,4.68
11502,p,o,f,5.08
11503,e,n,f,6.65
11504,e,n,t,9.03
11505,p,r,f,1.52
11506,e,n,f,6.16
11507,e,n,f,4.74
11508,p,w,f,3.05
11509,p,w,f,5.63
11510,e,n,f,4.68
11511,e,n,f,5.14
11512,e,n,f,6.51
11513,e,y,t,8.11
11514,p,w,t,6.2
11515,e,n,f,4.04
11516,e,p,t,5.58
11517,p,p,f,4.52
11518,e,g,f,4.34
11519,e,n,t,5.96
11520,p,n,f,6.23
11521,e,n,f,5.18
11522,p,n,f,4.47
11523,p,n,f,6.74
11524,e,n,f,4.92
11525,p,k,f,3.64
11526,p,y,f,7.02
11527,p,k,f,3.6
11528,e,n,f,5.18
11529,p,y,f,5.78
11530,e,n,f,8.14
11531,e,n,t,5.83
11532,p,w,f,6.9
11533,p,y,f,5.96
11534,p,n,f,5.44
11535,e,o,f,5.26
11536,p,e,f,4.55
11537,p,y,f,3.93
11538,e,n,t,8.6
11539,e,g,f,5.43
11540,p,w,f,3.59
11541,e,n,f,3.79
11542,e,n,f,6.43
11543,e,w,f,3.5
11544,p,u,f,4.74
11545,p,p,f,4.84
11546,p,n,f,3.81
11547,p,r,f,11.07
11548,p,w,f,3.11
11549,p,w,f,3.49
11550,e,y,t,7.33
11551,e,n,f,5.35
11552,p,e,f,7.79
11553,p,n,f,7.52
11554,p,w,f,3.28
11555,p,p,f,4.99
11556,e,g,f,7.47
11557,p,n,f,10.61
11558,p,n,f,9.92
11559,e,o,f,6.42
11560,e,k,f,4.42
11561,p,g,f,5.37
11562,p,w,f,8.99
11563,p,n,t,4.55
11564,e,u,f,5.22
11565,e,n,f,6.56
11566,e,o,f,5.62
11567,e,n,f,4.71
11568,e,n,t,9.35
11569,e,n,f,6.18
11570,p,y,f,4.84
11571,p,e,f,6.23
11572,p,r,t,5.08
11573,e,g,f,7.71
11574,p,y,f,2.94
11575,e,y,t,8.46
11576,e,n,f,5.87
11577,e,w,f,3.49
11578,p,y,f,8.48
11579,p,n,t,5.34
11580,e,n,f,4.66
11581,p,e,f,3.42
11582,p,y,t,5.4
11583,p,n,t,4.38
11584,e,n,f,6.0
11585,e,n,f,7.51
11586,e,w,f,2.75
11587,p,n,f,4.33
11588,e,n,f,6.87
11589,e,b,f,5.26
11590,e,w,f,3.44
11591,e,w,f,8.36
11592,p,y,f,4.21
11593,e,p,t,4.8
11594,e,n,f,5.19
11595,p,y,f,1.54
11596,p,l,f,4.62
11597,e,n,f,6.69
11598,p,n,f,5.54
11599,p,n,t,8.7
11600,p,u,f,3.68
11601,p,y,f,7.47
11602,e,w,f,7.85
11603,p,e,f,2.87
11604,p,w,f,12.63
11605,p,n,f,10.2
11606,p,n,f,4.67
11607,e,n,f,6.37
11608,p,n,f,4.46
11609,p,n,f,8.84
11610,p,n,f,6.02
11611,e,n,f,8.06
11612,e,n,t,10.18
11613,e,w,f,6.23
11614,p,n,f,6.36
11615,e,g,f,3.27
11616,e,n,f,5.72
11617,p,y,f,6.9
11618,e,n,f,5.55
11619,e,n,f,5.7
11620,e,g,f,4.55
11621,p,w,t,5.76
11622,p,n,f,9.4
11623,p,y,f,6.04
11624,p,e,f,8.54
11625,e,u,f,8.0
11626,e,u,f,3.67
11627,p,r,f,9.01
11628,p,w,f,16.32
11629,p,l,f,5.89
11630,e,w,f,7.79
11631,e,y,f,5.51
11632,p,n,f,10.7
11633,e,p,f,6.03
11634,e,n,t,12.24
11635,p,y,f,4.09
11636,e,y,t,7.0
11637,e,y,f,5.99
11638,p,n,f,5.17
11639,p,n,f,8.87
11640,p,n,f,2.99
11641,e,n,f,4.58
11642,p,y,f,10.85
11643,p,y,f,3.45
11644,e,n,f,5.77
11645,p,p,f,4.24
11646,p,g,f,5.84
11647,e,n,f,8.35
11648,e,n,f,4.72
11649,e,b,f,7.1
11650,e,n,t,5.53
11651,e,n,t,10.85
11652,p,e,f,7.02
11653,e,y,f,5.88
11654,p,n,f,5.55
11655,p,n,t,5.65
11656,p,y,f,6.26
11657,p,k,f,5.62
11658,p,y,t,5.51
11659,p,y,f,1.68
11660,p,n,f,10.07
11661,e,n,f,5.62
11662,e,o,f,8.39
11663,p,e,f,5.19
11664,p,n,f,10.51
11665,p,n,f,10.52
11666,e,w,f,26.63
11667,e,u,f,7.58
11668,e,n,t,7.1
11669,p,g,f,11.16
11670,p,y,f,6.01
11671,e,n,f,4.76
11672,e,w,t,5.88
11673,e,g,f,5.01
11674,e,y,t,7.33
11675,e,n,t,9.45
11676,e,n,t,8.1
11677,p,y,f,9.93
11678,p,n,f,8.76
11679,e,e,f,8.42
11680,p,y,f,10.93
11681,p,k,f,5.98
11682,p,o,t,5.15
11683,p,y,f,5.59
11684,e,n,f,7.93
11685,p,y,f,12.19
11686,e,w,t,6.02
11687,e,y,t,7.19
11688,e,b,f,2.56
11689,p,w,f,2.83
11690,p,y,f,4.98
11691,p,e,f,5.85
11692,e,y,f,11.14
11693,p,g,f,9.45
11694,e,n,f,4.01
11695,p,w,t,7.74
11696,p,n,t,7.99
11697,p,n,f,6.89
11698,e,n,f,7.01
11699,e,n,f,4.66
11700,e,y,f,6.34
11701,e,w,f,3.52
11702,p,n,f,7.24
11703,e,u,f,4.4
11704,e,w,f,6.72
11705,e,n,f,7.19
11706,e,n,f,6.64
11707,e,o,f,6.52
11708,e,w,f,7.15
11709,p,n,f,4.07
11710,e,n,f,5.22
11711,e,w,f,6.14
11712,e,n,t,5.33
11713,e,n,f,5.92
11714,p,n,f,3.17
11715,p,n,f,1.98
11716,e,n,f,5.24
11717,p,n,f,5.29
11718,p,y,f,3.05
11719,p,g,f,3.63
11720,e,w,f,4.95
11721,p,n,f,7.86
11722,p,n,f,6.09
11723,e,e,t,5.56
11724,e,w,f,6.03
11725,p,n,f,5.6
11726,e,n,f,5.5
11727,p,y,f,5.81
11728,p,o,f,1.52
11729,p,n,f,10.67
11730,p,n,f,5.97
11731,e,g,f,4.62
11732,e,n,t,12.33
11733,p,y,f,3.54
11734,p,n,t,2.82
11735,e,n,f,5.77
11736,p,o,f,5.62
11737,e,n,t,6.01
11738,e,n,f,6.0
11739,e,w,f,4.72
11740,p,u,f,4.79
11741,e,n,f,5.57
